id_pedido,id_plato,cantidad,precio_unitario_historico
2524,73,4,8500.00
2524,75,2,2500.00
2524,74,1,11000.00
2525,86,2,4000.00
2525,87,1,6000.00
2526,68,4,3500.00
2527,76,1,9000.00
2527,77,1,12000.00
2528,102,3,6000.00
2529,17,3,9000.00
2529,16,3,9500.00
2530,38,4,5000.00
2531,38,1,5000.00
2531,37,3,18500.00
2532,89,3,5000.00
2532,88,3,18500.00
2532,90,1,7500.00
2533,16,3,9500.00
2533,17,4,9000.00
2534,126,2,2000.00
2534,124,3,7500.00
2534,125,2,11500.00
2535,72,2,3500.00
2535,70,1,5500.00
2536,66,1,9000.00
2536,65,1,7000.00
2537,121,2,7500.00
2537,122,1,11000.00
2538,110,3,7500.00
2539,23,4,10000.00
2539,22,2,11500.00
2539,24,1,5500.00
2540,129,2,1000.00
2540,127,4,9000.00
2540,128,2,10500.00
2541,64,2,8500.00
2542,102,4,6000.00
2543,44,4,5000.00
2543,43,2,19000.00
2544,61,2,8500.00
2545,120,1,5500.00
2546,79,3,9000.00
2546,81,4,1500.00
2546,80,4,11500.00
2547,66,3,9000.00
2547,64,3,8500.00
2548,45,1,6500.00
2548,43,1,19000.00
2549,132,3,6500.00
2550,43,3,19000.00
2550,44,4,5000.00
2550,45,2,6500.00
2551,30,3,6500.00
2551,28,1,11500.00
2551,29,3,8500.00
2552,102,1,6000.00
2552,100,4,18000.00
2553,42,3,6500.00
2554,22,3,11500.00
2554,24,2,5500.00
2555,114,1,6500.00
2556,148,3,8000.00
2557,99,2,5500.00
2557,98,2,8500.00
2558,4,3,8000.00
2559,102,3,6000.00
2559,101,3,4000.00
2560,34,2,8500.00
2560,36,2,7500.00
2560,35,1,6000.00
2561,65,4,7000.00
2561,64,4,8500.00
2562,49,2,4000.00
2562,50,2,14000.00
2562,51,3,4500.00
2563,46,2,5000.00
2563,48,2,3000.00
2564,71,1,15000.00
2565,97,4,12500.00
2566,72,1,3500.00
2566,70,2,5500.00
2566,71,4,15000.00
2567,87,1,6000.00
2567,85,3,19000.00
2567,86,3,4000.00
2568,41,4,4500.00
2568,42,4,6500.00
2569,57,4,3000.00
2569,56,2,13500.00
2570,106,3,7500.00
2571,31,3,8000.00
2571,33,1,7500.00
2571,32,4,6500.00
2572,103,2,17500.00
2573,125,2,11500.00
2573,126,1,2000.00
2573,124,3,7500.00
2574,37,3,18500.00
2574,39,4,6500.00
2574,38,1,5000.00
2575,95,2,4500.00
2575,94,4,17500.00
2575,96,1,6500.00
2576,142,2,18500.00
2577,128,1,10500.00
2578,38,2,5000.00
2578,37,2,18500.00
2578,39,1,6500.00
2579,57,3,3000.00
2579,56,4,13500.00
2580,97,3,12500.00
2581,15,3,4500.00
2581,14,4,9500.00
2582,36,4,7500.00
2583,135,2,8000.00
2584,45,1,6500.00
2584,43,3,19000.00
2584,44,3,5000.00
2585,79,3,9000.00
2586,110,4,7500.00
2586,109,3,8500.00
2587,17,3,9000.00
2587,16,1,9500.00
2588,112,4,13000.00
2588,113,4,10000.00
2588,114,4,6500.00
2589,97,2,12500.00
2589,98,4,8500.00
2590,41,1,4500.00
2591,103,3,17500.00
2591,105,3,6500.00
2592,28,3,11500.00
2592,30,3,6500.00
2592,29,4,8500.00
2593,82,2,12000.00
2593,84,4,7000.00
2593,83,3,8500.00
2594,6,3,1500.00
2594,4,3,8000.00
2595,71,4,15000.00
2595,70,4,5500.00
2595,72,2,3500.00
2596,113,4,10000.00
2596,112,1,13000.00
2597,49,1,4000.00
2597,51,1,4500.00
2597,50,4,14000.00
2598,106,1,7500.00
2598,108,4,2000.00
2599,3,4,1500.00
2599,1,3,7500.00
2599,2,1,11000.00
2600,22,1,11500.00
2600,24,2,5500.00
2600,23,3,10000.00
2601,90,2,7500.00
2601,89,3,5000.00
2602,5,3,12000.00
2603,25,1,11500.00
2603,27,3,6500.00
2603,26,1,9500.00
2604,33,1,7500.00
2605,143,2,5000.00
2606,71,3,15000.00
2606,70,4,5500.00
2607,18,2,4500.00
2607,17,4,9000.00
2607,16,4,9500.00
2608,106,3,7500.00
2608,107,1,10500.00
2609,57,2,3000.00
2609,55,3,5500.00
2609,56,1,13500.00
2610,72,1,3500.00
2611,136,3,13000.00
2611,137,4,10000.00
2611,138,2,6000.00
2612,114,2,6500.00
2612,112,3,13000.00
2612,113,2,10000.00
2613,101,2,4000.00
2613,102,2,6000.00
2614,112,2,13000.00
2614,114,3,6500.00
2614,113,3,10000.00
2615,26,2,9500.00
2616,121,1,7500.00
2616,122,2,11000.00
2617,11,1,12000.00
2617,10,3,7500.00
2618,127,1,9000.00
2618,129,1,1000.00
2619,106,1,7500.00
2619,108,4,2000.00
2619,107,2,10500.00
2620,104,3,4500.00
2621,25,2,11500.00
2621,26,4,9500.00
2622,46,3,5000.00
2623,114,2,6500.00
2623,112,1,13000.00
2624,32,4,6500.00
2624,33,2,7500.00
2624,31,4,8000.00
2625,51,3,4500.00
2625,49,2,4000.00
2625,50,4,14000.00
2626,140,3,9500.00
2627,25,1,11500.00
2627,27,1,6500.00
2627,26,3,9500.00
2628,91,1,18000.00
2628,92,2,4500.00
2628,93,1,7000.00
2629,61,4,8500.00
2629,62,2,6000.00
2629,63,4,8500.00
2630,133,4,7000.00
2630,134,4,6500.00
2630,135,1,8000.00
2631,132,3,6500.00
2632,97,4,12500.00
2632,99,3,5500.00
2633,142,4,18500.00
2633,144,4,6000.00
2634,16,1,9500.00
2634,18,2,4500.00
2635,33,4,7500.00
2636,130,2,19000.00
2637,94,4,17500.00
2637,95,4,4500.00
2638,1,2,7500.00
2639,88,4,18500.00
2639,89,2,5000.00
2639,90,2,7500.00
2640,140,1,9500.00
2640,141,2,5500.00
2640,139,3,10500.00
2641,33,2,7500.00
2641,31,1,8000.00
2642,70,1,5500.00
2643,36,2,7500.00
2644,20,4,8500.00
2644,19,1,10000.00
2644,21,3,4500.00
2645,104,2,4500.00
2645,103,1,17500.00
2646,51,4,4500.00
2646,50,1,14000.00
2646,49,4,4000.00
2647,70,4,5500.00
2648,65,3,7000.00
2648,64,4,8500.00
2649,53,4,14000.00
2650,100,2,18000.00
2650,102,3,6000.00
2650,101,3,4000.00
2651,51,2,4500.00
2651,49,3,4000.00
2651,50,3,14000.00
2652,13,2,10000.00
2652,14,2,9500.00
2653,110,3,7500.00
2653,109,3,8500.00
2654,24,2,5500.00
2654,23,2,10000.00
2654,22,2,11500.00
2655,130,1,19000.00
2656,51,1,4500.00
2657,122,1,11000.00
2658,85,3,19000.00
2658,87,4,6000.00
2658,86,4,4000.00
2659,144,1,6000.00
2660,7,1,9000.00
2661,80,2,11500.00
2662,60,2,6500.00
2662,59,2,8500.00
2662,58,4,12500.00
2663,75,3,2500.00
2663,74,2,11000.00
2664,101,1,4000.00
2664,102,3,6000.00
2664,100,1,18000.00
2665,145,2,5000.00
2665,146,2,13500.00
2665,147,1,4500.00
2666,150,3,8500.00
2666,149,2,7000.00
2666,148,3,8000.00
2667,102,4,6000.00
2668,47,2,15000.00
2668,48,3,3000.00
2669,13,4,10000.00
2669,14,2,9500.00
2669,15,4,4500.00
2670,22,2,11500.00
2671,18,1,4500.00
2671,16,3,9500.00
2671,17,1,9000.00
2672,66,2,9000.00
2673,92,4,4500.00
2673,93,4,7000.00
2674,97,3,12500.00
2675,22,2,11500.00
2675,23,2,10000.00
2675,24,2,5500.00
2676,30,2,6500.00
2676,28,3,11500.00
2677,3,2,1500.00
2678,10,1,7500.00
2678,11,1,12000.00
2678,12,4,2500.00
2679,95,2,4500.00
2680,38,3,5000.00
2681,76,3,9000.00
2681,78,4,1000.00
2682,124,4,7500.00
2682,125,3,11500.00
2682,126,4,2000.00
2683,66,3,9000.00
2683,65,4,7000.00
2684,63,3,8500.00
2685,25,3,11500.00
2685,26,2,9500.00
2685,27,2,6500.00
2686,136,4,13000.00
2686,138,2,6000.00
2687,27,4,6500.00
2688,11,3,12000.00
2688,12,3,2500.00
2689,107,2,10500.00
2689,106,1,7500.00
2689,108,2,2000.00
2690,79,1,9000.00
2690,81,2,1500.00
2690,80,1,11500.00
2691,33,3,7500.00
2691,32,3,6500.00
2692,25,4,11500.00
2693,43,4,19000.00
2693,45,3,6500.00
2694,108,1,2000.00
2694,106,2,7500.00
2694,107,4,10500.00
2695,88,1,18500.00
2696,34,3,8500.00
2696,36,1,7500.00
2696,35,1,6000.00
2697,130,1,19000.00
2697,132,2,6500.00
2697,131,4,4000.00
2698,93,2,7000.00
2698,91,3,18000.00
2698,92,3,4500.00
2699,77,2,12000.00
2700,76,2,9000.00
2700,78,1,1000.00
2700,77,3,12000.00
2701,102,1,6000.00
2701,101,3,4000.00
2701,100,4,18000.00
2702,80,1,11500.00
2702,79,3,9000.00
2702,81,3,1500.00
2703,60,2,6500.00
2703,58,1,12500.00
2703,59,2,8500.00
2704,7,4,9000.00
2705,85,4,19000.00
2705,86,3,4000.00
2706,32,4,6500.00
2707,135,1,8000.00
2707,134,1,6500.00
2707,133,1,7000.00
2708,70,4,5500.00
2708,72,1,3500.00
2708,71,3,15000.00
2709,33,1,7500.00
2709,32,1,6500.00
2709,31,1,8000.00
2710,26,2,9500.00
2711,52,1,4500.00
2711,54,2,3500.00
2712,95,2,4500.00
2712,96,2,6500.00
2712,94,1,17500.00
2713,59,4,8500.00
2713,60,2,6500.00
2713,58,3,12500.00
2714,6,4,1500.00
2714,4,3,8000.00
2714,5,4,12000.00
2715,65,2,7000.00
2715,66,4,9000.00
2716,99,4,5500.00
2717,73,2,8500.00
2718,101,1,4000.00
2718,102,1,6000.00
2718,100,3,18000.00
2719,84,3,7000.00
2720,77,3,12000.00
2720,78,2,1000.00
2720,76,4,9000.00
2721,51,1,4500.00
2721,50,2,14000.00
2722,56,2,13500.00
2722,55,2,5500.00
2722,57,3,3000.00
2723,92,3,4500.00
2724,40,1,18500.00
2724,42,1,6500.00
2724,41,1,4500.00
2725,95,2,4500.00
2725,96,4,6500.00
2726,83,4,8500.00
2727,84,1,7000.00
2727,83,3,8500.00
2727,82,3,12000.00
2728,145,4,5000.00
2728,146,2,13500.00
2729,59,3,8500.00
2729,58,1,12500.00
2729,60,1,6500.00
2730,87,2,6000.00
2730,85,4,19000.00
2730,86,2,4000.00
2731,120,1,5500.00
2731,119,3,9500.00
2732,102,2,6000.00
2732,100,2,18000.00
2733,38,1,5000.00
2733,37,4,18500.00
2733,39,4,6500.00
2734,4,1,8000.00
2734,5,1,12000.00
2734,6,1,1500.00
2735,57,1,3000.00
2735,56,3,13500.00
2735,55,2,5500.00
2736,61,4,8500.00
2737,137,1,10000.00
2738,68,3,3500.00
2738,69,4,7000.00
2739,47,1,15000.00
2739,46,1,5000.00
2739,48,4,3000.00
2740,136,4,13000.00
2741,121,3,7500.00
2741,123,1,2000.00
2741,122,3,11000.00
2742,114,3,6500.00
2743,54,3,3500.00
2743,53,2,14000.00
2743,52,2,4500.00
2744,24,4,5500.00
2744,23,4,10000.00
2745,120,2,5500.00
2745,118,4,9500.00
2745,119,4,9500.00
2746,81,4,1500.00
2746,80,4,11500.00
2747,136,2,13000.00
2748,84,1,7000.00
2748,82,1,12000.00
2749,1,1,7500.00
2749,2,3,11000.00
2749,3,2,1500.00
2750,33,3,7500.00
2751,131,4,4000.00
2751,130,3,19000.00
2751,132,3,6500.00
2752,129,4,1000.00
2752,128,4,10500.00
2753,86,4,4000.00
2753,85,3,19000.00
2753,87,4,6000.00
2754,90,3,7500.00
2754,88,2,18500.00
2755,144,3,6000.00
2755,142,4,18500.00
2756,146,3,13500.00
2756,147,2,4500.00
2756,145,4,5000.00
2757,97,4,12500.00
2757,98,2,8500.00
2758,132,1,6500.00
2759,5,2,12000.00
2760,133,2,7000.00
2761,22,3,11500.00
2761,24,3,5500.00
2761,23,2,10000.00
2762,79,3,9000.00
2762,81,3,1500.00
2762,80,3,11500.00
2763,110,4,7500.00
2763,111,3,8500.00
2764,64,1,8500.00
2764,66,4,9000.00
2765,120,3,5500.00
2766,68,1,3500.00
2766,67,1,17500.00
2767,65,4,7000.00
2767,64,1,8500.00
2767,66,1,9000.00
2768,135,1,8000.00
2768,134,2,6500.00
2769,96,1,6500.00
2769,95,2,4500.00
2770,89,1,5000.00
2770,88,1,18500.00
2771,106,3,7500.00
2771,107,4,10500.00
2771,108,3,2000.00
2772,18,1,4500.00
2772,16,3,9500.00
2772,17,2,9000.00
2773,27,2,6500.00
2773,26,1,9500.00
2774,130,2,19000.00
2774,132,3,6500.00
2775,34,1,8500.00
2775,36,2,7500.00
2775,35,4,6000.00
2776,117,1,1000.00
2777,29,4,8500.00
2777,28,2,11500.00
2778,3,4,1500.00
2778,1,4,7500.00
2778,2,2,11000.00
2779,143,2,5000.00
2780,91,2,18000.00
2781,147,4,4500.00
2782,75,1,2500.00
2782,74,1,11000.00
2782,73,4,8500.00
2783,13,4,10000.00
2784,93,4,7000.00
2784,92,4,4500.00
2785,9,3,2000.00
2785,8,2,11500.00
2785,7,3,9000.00
2786,122,4,11000.00
2786,121,2,7500.00
2787,93,2,7000.00
2788,139,3,10500.00
2788,141,3,5500.00
2788,140,1,9500.00
2789,144,1,6000.00
2789,142,1,18500.00
2789,143,1,5000.00
2790,24,2,5500.00
2790,23,2,10000.00
2791,77,4,12000.00
2792,66,2,9000.00
2792,65,4,7000.00
2793,138,1,6000.00
2794,11,3,12000.00
2794,12,4,2500.00
2795,145,3,5000.00
2796,110,1,7500.00
2796,109,1,8500.00
2796,111,1,8500.00
2797,76,4,9000.00
2798,57,3,3000.00
2798,56,2,13500.00
2798,55,1,5500.00
2799,62,2,6000.00
2800,124,4,7500.00
2800,125,3,11500.00
2800,126,3,2000.00
2801,65,2,7000.00
2802,146,3,13500.00
2802,147,3,4500.00
2803,91,2,18000.00
2803,92,4,4500.00
2803,93,1,7000.00
2804,125,4,11500.00
2804,124,1,7500.00
2805,58,1,12500.00
2806,103,4,17500.00
2807,106,1,7500.00
2808,118,4,9500.00
2809,134,4,6500.00
2810,45,1,6500.00
2810,43,3,19000.00
2810,44,3,5000.00
2811,97,3,12500.00
2812,43,2,19000.00
2813,142,4,18500.00
2814,17,4,9000.00
2814,18,4,4500.00
2814,16,2,9500.00
2815,37,3,18500.00
2815,38,1,5000.00
2815,39,3,6500.00
2816,24,2,5500.00
2817,106,3,7500.00
2818,20,3,8500.00
2818,19,1,10000.00
2819,125,2,11500.00
2820,114,1,6500.00
2820,112,2,13000.00
2821,33,4,7500.00
2821,32,4,6500.00
2822,69,4,7000.00
2822,68,3,3500.00
2822,67,3,17500.00
2823,61,3,8500.00
2823,63,4,8500.00
2824,113,3,10000.00
2825,6,2,1500.00
2825,5,1,12000.00
2825,4,1,8000.00
2826,77,3,12000.00
2826,78,1,1000.00
2827,23,2,10000.00
2827,24,3,5500.00
2827,22,3,11500.00
2828,22,1,11500.00
2828,23,4,10000.00
2828,24,4,5500.00
2829,102,2,6000.00
2830,110,1,7500.00
2830,109,4,8500.00
2830,111,4,8500.00
2831,93,3,7000.00
2832,140,3,9500.00
2833,134,2,6500.00
2834,7,3,9000.00
2835,88,1,18500.00
2836,104,4,4500.00
2836,105,2,6500.00
2836,103,2,17500.00
2837,36,1,7500.00
2837,34,2,8500.00
2838,132,1,6500.00
2839,49,4,4000.00
2839,51,1,4500.00
2840,35,4,6000.00
2840,36,4,7500.00
2841,36,3,7500.00
2841,35,2,6000.00
2842,17,3,9000.00
2843,12,1,2500.00
2844,50,1,14000.00
2845,45,1,6500.00
2845,43,4,19000.00
2846,133,4,7000.00
2846,135,2,8000.00
2847,141,4,5500.00
2848,122,1,11000.00
2848,121,2,7500.00
2849,73,1,8500.00
2849,74,2,11000.00
2850,16,4,9500.00
2851,28,4,11500.00
2851,29,3,8500.00
2851,30,1,6500.00
2852,102,1,6000.00
2853,62,2,6000.00
2853,63,1,8500.00
2854,80,3,11500.00
2855,141,2,5500.00
2856,98,4,8500.00
2857,126,2,2000.00
2858,23,2,10000.00
2858,22,4,11500.00
2858,24,4,5500.00
2859,10,2,7500.00
2860,96,4,6500.00
2860,95,4,4500.00
2860,94,4,17500.00
2861,14,4,9500.00
2862,112,1,13000.00
2862,113,1,10000.00
2862,114,1,6500.00
2863,132,1,6500.00
2863,130,1,19000.00
2864,101,2,4000.00
2864,100,3,18000.00
2865,126,4,2000.00
2866,89,4,5000.00
2866,88,1,18500.00
2866,90,1,7500.00
2867,27,2,6500.00
2868,37,4,18500.00
2869,29,1,8500.00
2869,30,2,6500.00
2870,137,2,10000.00
2870,138,3,6000.00
2870,136,2,13000.00
2871,45,2,6500.00
2872,62,3,6000.00
2872,61,1,8500.00
2873,150,3,8500.00
2873,149,2,7000.00
2873,148,4,8000.00
2874,141,4,5500.00
2875,109,1,8500.00
2875,110,4,7500.00
2875,111,3,8500.00
2876,145,2,5000.00
2877,64,1,8500.00
2877,66,3,9000.00
2877,65,1,7000.00
2878,72,4,3500.00
2878,71,3,15000.00
2879,51,3,4500.00
2879,49,4,4000.00
2879,50,2,14000.00
2880,150,2,8500.00
2881,59,1,8500.00
2881,58,1,12500.00
2882,83,1,8500.00
2882,84,1,7000.00
2882,82,4,12000.00
2883,29,1,8500.00
2883,30,4,6500.00
2883,28,1,11500.00
2884,115,4,8000.00
2884,116,1,10500.00
2884,117,4,1000.00
2885,5,1,12000.00
2885,4,3,8000.00
2886,16,4,9500.00
2887,132,2,6500.00
2887,130,1,19000.00
2888,48,4,3000.00
2888,47,1,15000.00
2889,14,2,9500.00
2889,15,1,4500.00
2889,13,2,10000.00
2890,135,2,8000.00
2890,133,3,7000.00
2891,17,2,9000.00
2891,18,4,4500.00
2892,138,4,6000.00
2893,54,3,3500.00
2893,52,2,4500.00
2894,22,1,11500.00
2895,126,1,2000.00
2895,124,4,7500.00
2895,125,1,11500.00
2896,17,4,9000.00
2896,18,4,4500.00
2897,97,4,12500.00
2898,32,1,6500.00
2899,78,2,1000.00
2900,147,1,4500.00
2900,146,4,13500.00
2901,50,3,14000.00
2902,62,3,6000.00
2902,61,4,8500.00
2902,63,3,8500.00
2903,14,4,9500.00
2903,13,3,10000.00
2903,15,3,4500.00
2904,95,4,4500.00
2904,96,4,6500.00
2904,94,3,17500.00
2905,142,4,18500.00
2905,143,1,5000.00
2905,144,1,6000.00
2906,98,3,8500.00
2907,33,3,7500.00
2907,31,1,8000.00
2907,32,2,6500.00
2908,38,1,5000.00
2909,69,1,7000.00
2909,67,2,17500.00
2909,68,2,3500.00
2910,147,1,4500.00
2911,116,4,10500.00
2911,117,1,1000.00
2912,24,2,5500.00
2912,22,1,11500.00
2912,23,2,10000.00
2913,116,2,10500.00
2914,66,4,9000.00
2915,146,2,13500.00
2915,147,3,4500.00
2915,145,1,5000.00
2916,32,3,6500.00
2916,33,1,7500.00
2917,75,1,2500.00
2918,101,4,4000.00
2918,100,2,18000.00
2919,68,2,3500.00
2920,128,1,10500.00
2921,53,1,14000.00
2921,52,1,4500.00
2922,78,2,1000.00
2923,105,4,6500.00
2923,104,4,4500.00
2924,49,4,4000.00
2925,114,2,6500.00
2926,18,4,4500.00
2926,16,3,9500.00
2926,17,3,9000.00
2927,113,4,10000.00
2928,113,1,10000.00
2929,28,3,11500.00
2930,47,4,15000.00
2931,27,4,6500.00
2931,26,4,9500.00
2932,42,3,6500.00
2933,85,1,19000.00
2934,47,1,15000.00
2935,107,3,10500.00
2935,108,1,2000.00
2936,118,2,9500.00
2936,120,1,5500.00
2937,87,2,6000.00
2937,86,3,4000.00
2938,55,3,5500.00
2939,59,4,8500.00
2939,58,4,12500.00
2940,68,1,3500.00
2940,69,2,7000.00
2941,147,3,4500.00
2941,145,1,5000.00
2942,57,4,3000.00
2943,121,2,7500.00
2943,122,1,11000.00
2944,147,2,4500.00
2944,145,4,5000.00
2945,132,4,6500.00
2946,138,1,6000.00
2946,136,1,13000.00
2946,137,2,10000.00
2947,14,3,9500.00
2948,118,3,9500.00
2948,120,4,5500.00
2948,119,2,9500.00
2949,68,3,3500.00
2950,74,1,11000.00
2951,139,3,10500.00
2951,141,3,5500.00
2952,125,2,11500.00
2952,124,2,7500.00
2953,12,1,2500.00
2953,11,2,12000.00
2954,105,2,6500.00
2954,103,2,17500.00
2955,126,4,2000.00
2955,124,2,7500.00
2955,125,1,11500.00
2956,131,1,4000.00
2957,128,3,10500.00
2958,113,3,10000.00
2958,114,2,6500.00
2959,80,4,11500.00
2959,81,3,1500.00
2960,2,4,11000.00
2960,3,2,1500.00
2960,1,3,7500.00
2961,112,2,13000.00
2961,113,1,10000.00
2961,114,4,6500.00
2962,49,2,4000.00
2963,124,2,7500.00
2963,126,3,2000.00
2963,125,1,11500.00
2964,36,3,7500.00
2964,35,4,6000.00
2965,35,3,6000.00
2965,36,2,7500.00
2966,139,2,10500.00
2966,141,3,5500.00
2967,13,1,10000.00
2967,15,3,4500.00
2967,14,3,9500.00
2968,74,3,11000.00
2969,17,3,9000.00
2970,87,4,6000.00
2970,86,2,4000.00
2970,85,4,19000.00
2971,45,4,6500.00
2971,43,3,19000.00
2971,44,1,5000.00
2972,30,2,6500.00
2972,28,1,11500.00
2972,29,1,8500.00
2973,47,2,15000.00
2973,46,4,5000.00
2974,142,2,18500.00
2974,144,1,6000.00
2974,143,4,5000.00
2975,54,4,3500.00
2975,52,3,4500.00
2976,55,4,5500.00
2976,57,4,3000.00
2977,91,2,18000.00
2978,126,1,2000.00
2978,124,3,7500.00
2979,126,1,2000.00
2980,89,4,5000.00
2981,75,3,2500.00
2982,78,4,1000.00
2982,76,1,9000.00
2983,113,4,10000.00
2983,112,2,13000.00
2984,76,3,9000.00
2984,78,3,1000.00
2985,119,2,9500.00
2985,120,2,5500.00
2986,91,1,18000.00
2986,92,3,4500.00
2987,97,1,12500.00
2987,99,2,5500.00
2987,98,2,8500.00
2988,92,1,4500.00
2989,78,3,1000.00
2989,76,1,9000.00
2989,77,2,12000.00
2990,10,1,7500.00
2991,30,1,6500.00
2991,28,3,11500.00
2992,31,3,8000.00
2992,33,1,7500.00
2992,32,2,6500.00
2993,48,3,3000.00
2994,12,2,2500.00
2995,34,3,8500.00
2995,36,4,7500.00
2996,3,2,1500.00
2997,49,4,4000.00
2997,50,4,14000.00
2997,51,3,4500.00
2998,31,2,8000.00
2998,32,2,6500.00
2998,33,4,7500.00
2999,111,2,8500.00
2999,109,1,8500.00
2999,110,4,7500.00
3000,133,4,7000.00
3000,134,1,6500.00
3000,135,1,8000.00
3001,149,1,7000.00
3001,150,4,8500.00
3001,148,4,8000.00
3002,75,1,2500.00
3002,73,3,8500.00
3003,61,1,8500.00
3004,23,1,10000.00
3004,24,3,5500.00
3005,27,3,6500.00
3006,88,4,18500.00
3006,89,1,5000.00
3006,90,4,7500.00
3007,20,4,8500.00
3007,21,3,4500.00
3008,96,4,6500.00
3008,95,2,4500.00
3008,94,4,17500.00
3009,60,2,6500.00
3010,57,1,3000.00
3010,56,2,13500.00
3011,83,1,8500.00
3012,148,1,8000.00
3012,150,1,8500.00
3013,126,3,2000.00
3013,124,2,7500.00
3014,127,2,9000.00
3015,149,4,7000.00
3015,150,2,8500.00
3016,139,4,10500.00
3016,140,3,9500.00
3016,141,2,5500.00
3017,67,1,17500.00
3017,68,3,3500.00
3017,69,1,7000.00
3018,11,2,12000.00
3018,12,1,2500.00
3018,10,3,7500.00
3019,135,3,8000.00
3019,134,1,6500.00
3020,117,3,1000.00
3021,31,3,8000.00
3021,33,4,7500.00
3021,32,4,6500.00
3022,60,1,6500.00
3022,58,3,12500.00
3023,146,2,13500.00
3023,147,1,4500.00
3024,73,1,8500.00
3024,74,4,11000.00
3024,75,4,2500.00
3025,22,4,11500.00
3025,23,3,10000.00
3025,24,3,5500.00
3026,80,3,11500.00
3026,81,3,1500.00
3026,79,3,9000.00
3027,112,4,13000.00
3027,113,2,10000.00
3028,2,2,11000.00
3029,17,2,9000.00
3030,21,1,4500.00
3031,66,3,9000.00
3032,75,2,2500.00
3032,74,2,11000.00
3032,73,2,8500.00
3033,42,4,6500.00
3034,22,1,11500.00
3034,24,4,5500.00
3035,87,4,6000.00
3035,85,3,19000.00
3036,49,1,4000.00
3036,51,1,4500.00
3036,50,4,14000.00
3037,44,1,5000.00
3038,71,4,15000.00
3038,70,4,5500.00
3039,43,2,19000.00
3039,44,1,5000.00
3040,62,4,6000.00
3041,113,4,10000.00
3041,112,1,13000.00
3041,114,3,6500.00
3042,80,1,11500.00
3042,79,2,9000.00
3042,81,3,1500.00
3043,78,1,1000.00
3043,77,3,12000.00
3043,76,1,9000.00
3044,133,3,7000.00
3044,134,1,6500.00
3044,135,4,8000.00
3045,16,2,9500.00
3045,17,1,9000.00
3045,18,3,4500.00
3046,7,2,9000.00
3047,128,1,10500.00
3048,114,3,6500.00
3049,150,2,8500.00
3049,148,3,8000.00
3050,137,2,10000.00
3050,136,1,13000.00
3050,138,2,6000.00
3051,127,1,9000.00
3052,148,4,8000.00
3052,149,1,7000.00
3052,150,4,8500.00
3053,11,2,12000.00
3054,90,4,7500.00
3054,89,1,5000.00
3055,15,1,4500.00
3055,14,3,9500.00
3056,34,1,8500.00
3056,35,2,6000.00
3056,36,2,7500.00
3057,41,4,4500.00
3058,91,4,18000.00
3059,16,2,9500.00
3059,18,4,4500.00
3059,17,2,9000.00
3060,115,1,8000.00
3060,117,4,1000.00
3061,14,2,9500.00
3061,13,4,10000.00
3062,56,1,13500.00
3062,57,2,3000.00
3063,39,2,6500.00
3064,49,3,4000.00
3064,51,4,4500.00
3065,69,2,7000.00
3066,87,1,6000.00
3066,85,1,19000.00
3066,86,1,4000.00
3067,22,2,11500.00
3067,23,4,10000.00
3068,52,1,4500.00
3068,53,4,14000.00
3068,54,3,3500.00
3069,97,2,12500.00
3070,41,1,4500.00
3070,40,4,18500.00
3071,12,4,2500.00
3071,11,1,12000.00
3071,10,4,7500.00
3072,118,1,9500.00
3072,119,1,9500.00
3072,120,2,5500.00
3073,73,3,8500.00
3073,75,4,2500.00
3073,74,3,11000.00
3074,73,2,8500.00
3074,74,1,11000.00
3075,28,3,11500.00
3075,30,3,6500.00
3075,29,3,8500.00
3076,150,2,8500.00
3076,148,3,8000.00
3077,40,1,18500.00
3078,135,1,8000.00
3078,134,3,6500.00
3078,133,2,7000.00
3079,106,1,7500.00
3079,108,3,2000.00
3080,125,2,11500.00
3081,91,2,18000.00
3081,92,3,4500.00
3081,93,3,7000.00
3082,120,3,5500.00
3082,118,1,9500.00
3082,119,1,9500.00
3083,85,1,19000.00
3084,111,1,8500.00
3084,110,2,7500.00
3084,109,1,8500.00
3085,48,4,3000.00
3085,47,2,15000.00
3086,142,3,18500.00
3087,38,1,5000.00
3088,48,2,3000.00
3088,46,3,5000.00
3088,47,4,15000.00
3089,125,2,11500.00
3089,124,1,7500.00
3089,126,4,2000.00
3090,91,4,18000.00
3091,35,4,6000.00
3091,34,3,8500.00
3092,36,1,7500.00
3093,136,2,13000.00
3093,137,1,10000.00
3093,138,4,6000.00
3094,49,3,4000.00
3094,50,2,14000.00
3095,8,3,11500.00
3095,9,4,2000.00
3095,7,4,9000.00
3096,27,2,6500.00
3097,113,4,10000.00
3097,114,4,6500.00
3097,112,1,13000.00
3098,69,3,7000.00
3099,49,2,4000.00
3099,50,2,14000.00
3099,51,1,4500.00
3100,81,1,1500.00
3101,99,1,5500.00
3101,98,3,8500.00
3101,97,2,12500.00
3102,67,3,17500.00
3103,140,3,9500.00
3103,141,2,5500.00
3104,30,2,6500.00
3104,28,1,11500.00
3105,135,4,8000.00
3106,92,4,4500.00
3107,8,3,11500.00
3108,41,1,4500.00
3108,40,2,18500.00
3108,42,1,6500.00
3109,146,3,13500.00
3109,145,4,5000.00
3110,7,1,9000.00
3111,134,4,6500.00
3111,135,3,8000.00
3111,133,2,7000.00
3112,35,3,6000.00
